plantSlug,unitName,unitNo,plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_status,commissioning_group,year,fyear,decade,source,technology_type,generation_2015-16,generation_2016-17,generation_2017-18,generation_2018-19,generation_2019-20,generation_2020-21,generation_2008-09,generation_2009-10,generation_2010-11,generation_2011-12,generation_2012-13,generation_2013-14,generation_2014-15,generation_2021-22,generation_2022-23,generation_2023-24,generation_2024-25,generation_2007-08,plant_load_factor_2015-16,plant_load_factor_2016-17,plant_load_factor_2017-18,plant_load_factor_2018-19,plant_load_factor_2019-20,plant_load_factor_2020-21,plant_load_factor_2008-09,plant_load_factor_2009-10,plant_load_factor_2010-11,plant_load_factor_2011-12,plant_load_factor_2012-13,plant_load_factor_2013-14,plant_load_factor_2014-15,plant_load_factor_2021-22,plant_load_factor_2022-23,plant_load_factor_2023-24,plant_load_factor_2024-25,plant_load_factor_2007-08
vishnuprayag-hydroelectric-power-project-jaiprakash-power-pvt-venture-limited-jppvl,,,Vishnuprayag Hydroelectric Power Project,Uttarakhand,Chamoli,17-06-2006 00:00,100.0,Jaiprakash Power Pvt. Venture Limited (JPPVL),operational,operational,2006,2006-07,2000-2009,hydro,Run of River type,1211.0,2042.0,2161.0,1932.02,1998.71,1778.44,2033.0,1977.0,2023.0,2177.0,1877.0,438.0,1816.0,1801.24,1910.82,1627.52,1719.07,,34.56050228310502,58.27625570776256,61.67237442922374,55.13755707762557,57.0408105022831,50.75457,58.01940639269406,56.42123287671232,57.73401826484018,62.12899543378996,53.56735159817352,12.5,51.82648401826484,51.40525,54.53,46.32058287795993,65.11628787878789,
vishnuprayag-hydroelectric-power-project-jaiprakash-power-pvt-venture-limited-jppvl,,,Vishnuprayag Hydroelectric Power Project,Uttarakhand,Chamoli,17-06-2006 00:00,100.0,Jaiprakash Power Pvt. Venture Limited (JPPVL),operational,operational,2006,2006-07,2000-2009,hydro,Run of River type,1211.0,2042.0,2161.0,1932.02,1998.71,1778.44,2033.0,1977.0,2023.0,2177.0,1877.0,438.0,1816.0,1801.24,1910.82,1627.52,1719.07,,34.56050228310502,58.27625570776256,61.67237442922374,55.13755707762557,57.0408105022831,50.75457,58.01940639269406,56.42123287671232,57.73401826484018,62.12899543378996,53.56735159817352,12.5,51.82648401826484,51.40525,54.53,46.32058287795993,65.11628787878789,
vishnuprayag-hydroelectric-power-project-jaiprakash-power-pvt-venture-limited-jppvl,,,Vishnuprayag Hydroelectric Power Project,Uttarakhand,Chamoli,17-06-2006 00:00,100.0,Jaiprakash Power Pvt. Venture Limited (JPPVL),operational,operational,2006,2006-07,2000-2009,hydro,Run of River type,1211.0,2042.0,2161.0,1932.02,1998.71,1778.44,2033.0,1977.0,2023.0,2177.0,1877.0,438.0,1816.0,1801.24,1910.82,1627.52,1719.07,,34.56050228310502,58.27625570776256,61.67237442922374,55.13755707762557,57.0408105022831,50.75457,58.01940639269406,56.42123287671232,57.73401826484018,62.12899543378996,53.56735159817352,12.5,51.82648401826484,51.40525,54.53,46.32058287795993,65.11628787878789,
singoli-bhatwari-hydro-power-project-l-t-uttaranchal-hydro-power-limited,,,Singoli Bhatwari Hydro Power Project,Uttarakhand,Rudraprayag,01-12-2020 00:00,33.0,"L&T Uttaranchal Hydro Power 
Limited",operational,operational,2020,2020-21,2020-2029,hydro,Run of River type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.44,465.95,393.65999999999997,399.43000000000006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.275402,53.73,45.268256333830095,61.13100704009796,
singoli-bhatwari-hydro-power-project-l-t-uttaranchal-hydro-power-limited,,,Singoli Bhatwari Hydro Power Project,Uttarakhand,Rudraprayag,01-12-2020 00:00,33.0,"L&T Uttaranchal Hydro Power 
Limited",operational,operational,2020,2020-21,2020-2029,hydro,Run of River type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.44,465.95,393.65999999999997,399.43000000000006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.275402,53.73,45.268256333830095,61.13100704009796,
singoli-bhatwari-hydro-power-project-l-t-uttaranchal-hydro-power-limited,,,Singoli Bhatwari Hydro Power Project,Uttarakhand,Rudraprayag,01-12-2020 00:00,33.0,"L&T Uttaranchal Hydro Power 
Limited",operational,operational,2020,2020-21,2020-2029,hydro,Run of River type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.44,465.95,393.65999999999997,399.43000000000006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.275402,53.73,45.268256333830095,61.13100704009796,
jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1967 00:00,9.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1967,1967-68,1960-1969,hydro,Run of River with Pondage,173.0,205.0,145.0,197.04,188.97,201.48,0.0,0.0,51.0,84.0,118.0,159.0,109.0,178.11,165.86,153.21,166.42,,54.85794013191273,65.0050735667174,45.97919837645865,62.48097412480974,59.92199391171994,63.88889,0.0,0.0,16.17199391171994,26.63622526636225,37.41755454084221,50.4185692541857,34.5636732623034,56.47831,52.59,48.44983302975106,70.04208754208754,
jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1967 00:00,9.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1967,1967-68,1960-1969,hydro,Run of River with Pondage,173.0,205.0,145.0,197.04,188.97,201.48,0.0,0.0,51.0,84.0,118.0,159.0,109.0,178.11,165.86,153.21,166.42,,54.85794013191273,65.0050735667174,45.97919837645865,62.48097412480974,59.92199391171994,63.88889,0.0,0.0,16.17199391171994,26.63622526636225,37.41755454084221,50.4185692541857,34.5636732623034,56.47831,52.59,48.44983302975106,70.04208754208754,
jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1972 00:00,9.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1972,1972-73,1970-1979,hydro,Run of River with Pondage,173.0,205.0,145.0,197.04,188.97,201.48,0.0,0.0,51.0,84.0,118.0,159.0,109.0,178.11,165.86,153.21,166.42,,54.85794013191273,65.0050735667174,45.97919837645865,62.48097412480974,59.92199391171994,63.88889,0.0,0.0,16.17199391171994,26.63622526636225,37.41755454084221,50.4185692541857,34.5636732623034,56.47831,52.59,48.44983302975106,70.04208754208754,
jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1972 00:00,9.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1972,1972-73,1970-1979,hydro,Run of River with Pondage,173.0,205.0,145.0,197.04,188.97,201.48,0.0,0.0,51.0,84.0,118.0,159.0,109.0,178.11,165.86,153.21,166.42,,54.85794013191273,65.0050735667174,45.97919837645865,62.48097412480974,59.92199391171994,63.88889,0.0,0.0,16.17199391171994,26.63622526636225,37.41755454084221,50.4185692541857,34.5636732623034,56.47831,52.59,48.44983302975106,70.04208754208754,
maithon-hydroelectric-power-project-damodar-valley-corporation-dvc,,,Maithon Hydroelectric Power Project,West Bengal,Bardhaman,01-03-1958 00:00,23.2,Damodar Valley Corporation (DVC),operational,operational,1958,1957-58,1950-1959,hydro,Storage,108.0,122.0,114.0,101.36,83.63,192.39,189.0,102.0,56.0,122.0,89.0,98.0,138.0,221.42,100.13,76.31999999999998,144.61,,19.50754291659442,22.03629847985665,20.59129530084966,18.30819027801861,15.10570198254436,34.75052,34.13820010404023,18.42379053233917,10.11502225304896,22.03629847985665,16.07566036645281,17.70128894283567,24.92630483787065,39.99408,18.09,13.747665490765716,34.668680475642496,
maithon-hydroelectric-power-project-damodar-valley-corporation-dvc,,,Maithon Hydroelectric Power Project,West Bengal,Bardhaman,01-10-1957 00:00,20.0,Damodar Valley Corporation (DVC),operational,operational,1957,1957-58,1950-1959,hydro,Storage,108.0,122.0,114.0,101.36,83.63,192.39,189.0,102.0,56.0,122.0,89.0,98.0,138.0,221.42,100.13,76.31999999999998,144.61,,19.50754291659442,22.03629847985665,20.59129530084966,18.30819027801861,15.10570198254436,34.75052,34.13820010404023,18.42379053233917,10.11502225304896,22.03629847985665,16.07566036645281,17.70128894283567,24.92630483787065,39.99408,18.09,13.747665490765716,34.668680475642496,
maithon-hydroelectric-power-project-damodar-valley-corporation-dvc,,,Maithon Hydroelectric Power Project,West Bengal,Bardhaman,01-12-1958 00:00,20.0,Damodar Valley Corporation (DVC),operational,operational,1958,1958-59,1950-1959,hydro,Storage,108.0,122.0,114.0,101.36,83.63,192.39,189.0,102.0,56.0,122.0,89.0,98.0,138.0,221.42,100.13,76.31999999999998,144.61,,19.50754291659442,22.03629847985665,20.59129530084966,18.30819027801861,15.10570198254436,34.75052,34.13820010404023,18.42379053233917,10.11502225304896,22.03629847985665,16.07566036645281,17.70128894283567,24.92630483787065,39.99408,18.09,13.747665490765716,34.668680475642496,
purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,2007,2007-08,2000-2009,hydro,Pumped Storage Scheme,1065.0,1107.0,1014.0,1103.97,1075.47,1303.44,670.0,868.0,879.0,766.0,798.0,785.0,1408.63,1183.71,1578.08,1366.95,992.69,,13.50837138508371,14.04109589041096,12.86149162861492,14.00266362252664,13.64117199391172,16.53272,8.498224251648908,11.00963977676306,11.14916286149163,9.715880263825468,10.12176560121766,9.956874682902079,17.87163876204972,15.01408,20.02,17.29090771098968,16.71195286195286,
purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,2007,2007-08,2000-2009,hydro,Pumped Storage Scheme,1065.0,1107.0,1014.0,1103.97,1075.47,1303.44,670.0,868.0,879.0,766.0,798.0,785.0,1408.63,1183.71,1578.08,1366.95,992.69,,13.50837138508371,14.04109589041096,12.86149162861492,14.00266362252664,13.64117199391172,16.53272,8.498224251648908,11.00963977676306,11.14916286149163,9.715880263825468,10.12176560121766,9.956874682902079,17.87163876204972,15.01408,20.02,17.29090771098968,16.71195286195286,
purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,2007,2007-08,2000-2009,hydro,Pumped Storage Scheme,1065.0,1107.0,1014.0,1103.97,1075.47,1303.44,670.0,868.0,879.0,766.0,798.0,785.0,1408.63,1183.71,1578.08,1366.95,992.69,,13.50837138508371,14.04109589041096,12.86149162861492,14.00266362252664,13.64117199391172,16.53272,8.498224251648908,11.00963977676306,11.14916286149163,9.715880263825468,10.12176560121766,9.956874682902079,17.87163876204972,15.01408,20.02,17.29090771098968,16.71195286195286,
purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225.0,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,2007,2007-08,2000-2009,hydro,Pumped Storage Scheme,1065.0,1107.0,1014.0,1103.97,1075.47,1303.44,670.0,868.0,879.0,766.0,798.0,785.0,1408.63,1183.71,1578.08,1366.95,992.69,,13.50837138508371,14.04109589041096,12.86149162861492,14.00266362252664,13.64117199391172,16.53272,8.498224251648908,11.00963977676306,11.14916286149163,9.715880263825468,10.12176560121766,9.956874682902079,17.87163876204972,15.01408,20.02,17.29090771098968,16.71195286195286,
rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1995 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1995,1995-96,1990-1999,hydro,Run of River type,254.0,248.0,122.0,236.93,247.31,254.72,204.0,210.0,200.0,227.0,223.0,265.0,237.0,268.32,245.62,162.91,182.04000000000002,,57.99086757990868,56.62100456621004,27.85388127853881,54.09360730593608,56.4634703196347,58.15525,46.57534246575342,47.94520547945205,45.662100456621,51.82648401826484,50.91324200913242,60.50228310502283,54.10958904109589,61.26027,56.08,37.092440801457194,55.16363636363637,
rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1995 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1995,1995-96,1990-1999,hydro,Run of River type,254.0,248.0,122.0,236.93,247.31,254.72,204.0,210.0,200.0,227.0,223.0,265.0,237.0,268.32,245.62,162.91,182.04000000000002,,57.99086757990868,56.62100456621004,27.85388127853881,54.09360730593608,56.4634703196347,58.15525,46.57534246575342,47.94520547945205,45.662100456621,51.82648401826484,50.91324200913242,60.50228310502283,54.10958904109589,61.26027,56.08,37.092440801457194,55.16363636363637,
rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1996 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1996,1996-97,1990-1999,hydro,Run of River type,254.0,248.0,122.0,236.93,247.31,254.72,204.0,210.0,200.0,227.0,223.0,265.0,237.0,268.32,245.62,162.91,182.04000000000002,,57.99086757990868,56.62100456621004,27.85388127853881,54.09360730593608,56.4634703196347,58.15525,46.57534246575342,47.94520547945205,45.662100456621,51.82648401826484,50.91324200913242,60.50228310502283,54.10958904109589,61.26027,56.08,37.092440801457194,55.16363636363637,
rammam-ii-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,,,Rammam II Hydroelectric Power Project,West Bengal,Darjeeling,01-08-1996 00:00,12.5,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,operational,1996,1996-97,1990-1999,hydro,Run of River type,254.0,248.0,122.0,236.93,247.31,254.72,204.0,210.0,200.0,227.0,223.0,265.0,237.0,268.32,245.62,162.91,182.04000000000002,,57.99086757990868,56.62100456621004,27.85388127853881,54.09360730593608,56.4634703196347,58.15525,46.57534246575342,47.94520547945205,45.662100456621,51.82648401826484,50.91324200913242,60.50228310502283,54.10958904109589,61.26027,56.08,37.092440801457194,55.16363636363637,
teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,30-01-2013 00:00,33.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2013,2012-13,2010-2019,hydro,Run of River with Pondage,515,554,387,572.06,581.82,541.28,N.A.,N.A.,N.A.,N.A.,N.A.,187,394,601.5,599.42,418.90999999999997,123.85,,44.53784419537844,47.91061297910613,33.46824408468244,49.47246436972465,50.31652137816521,46.81057,N.A.,N.A.,N.A.,N.A.,N.A.,16.17199391171994,34.07361284073612,52.01847,51.84,36.1288775735497,14.216023875114784,
teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,20-01-2013 00:00,33.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2013,2012-13,2010-2019,hydro,Run of River with Pondage,515,554,387,572.06,581.82,541.28,N.A.,N.A.,N.A.,N.A.,N.A.,187,394,601.5,599.42,418.90999999999997,123.85,,44.53784419537844,47.91061297910613,33.46824408468244,49.47246436972465,50.31652137816521,46.81057,N.A.,N.A.,N.A.,N.A.,N.A.,16.17199391171994,34.07361284073612,52.01847,51.84,36.1288775735497,14.216023875114784,
teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,24-02-2013 00:00,33.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2013,2012-13,2010-2019,hydro,Run of River with Pondage,515,554,387,572.06,581.82,541.28,N.A.,N.A.,N.A.,N.A.,N.A.,187,394,601.5,599.42,418.90999999999997,123.85,,44.53784419537844,47.91061297910613,33.46824408468244,49.47246436972465,50.31652137816521,46.81057,N.A.,N.A.,N.A.,N.A.,N.A.,16.17199391171994,34.07361284073612,52.01847,51.84,36.1288775735497,14.216023875114784,
teesta-low-dam-iii-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam III Hydroelectric Power Project,West Bengal,Darjeeling,01-04-2013 00:00,33.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2013,2013-14,2010-2019,hydro,Run of River with Pondage,515,554,387,572.06,581.82,541.28,N.A.,N.A.,N.A.,N.A.,N.A.,187,394,601.5,599.42,418.90999999999997,123.85,,44.53784419537844,47.91061297910613,33.46824408468244,49.47246436972465,50.31652137816521,46.81057,N.A.,N.A.,N.A.,N.A.,N.A.,16.17199391171994,34.07361284073612,52.01847,51.84,36.1288775735497,14.216023875114784,
teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,14-02-2016 00:00,40.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2016,2015-16,2010-2019,hydro,Run of River with Pondage,19,603,495,708.45,739.18,718.98,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,736.75,734.62,638.1899999999999,560.73,,1.355593607305936,43.0222602739726,35.31678082191781,50.54580479452054,52.73829908675799,51.29709,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,52.56493,52.41,45.40855532786885,53.09943181818182,
teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,16-03-2016 00:00,40.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2016,2015-16,2010-2019,hydro,Run of River with Pondage,19,603,495,708.45,739.18,718.98,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,736.75,734.62,638.1899999999999,560.73,,1.355593607305936,43.0222602739726,35.31678082191781,50.54580479452054,52.73829908675799,51.29709,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,52.56493,52.41,45.40855532786885,53.09943181818182,
teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,03-07-2016 00:00,40.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2016,2016-17,2010-2019,hydro,Run of River with Pondage,19,603,495,708.45,739.18,718.98,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,736.75,734.62,638.1899999999999,560.73,,1.355593607305936,43.0222602739726,35.31678082191781,50.54580479452054,52.73829908675799,51.29709,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,52.56493,52.41,45.40855532786885,53.09943181818182,
teesta-low-dam-iv-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,,,Teesta Low Dam IV Hydroelectric Power Project,West Bengal,Darjeeling,11-08-2016 00:00,40.0,National Hydroelectric Power Corporation (NHPC),operational,operational,2016,2016-17,2010-2019,hydro,Run of River with Pondage,19,603,495,708.45,739.18,718.98,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,736.75,734.62,638.1899999999999,560.73,,1.355593607305936,43.0222602739726,35.31678082191781,50.54580479452054,52.73829908675799,51.29709,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,52.56493,52.41,45.40855532786885,53.09943181818182,
rongnichu-hydro-power-project-madhya-bharat-power-corporation-limited,,,Rongnichu Hydro Power Project,Sikkim,East Sikkim,01-06-2021 00:00,56.5,"Madhya Bharat Power 
Corporation Limited",operational,operational,2021,2021-22,2020-2029,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,295.43,434.84,396.84000000000003,381.41,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,29.84503,43.93,39.98017312249142,51.141056583534464,
rongnichu-hydro-power-project-madhya-bharat-power-corporation-limited,,,Rongnichu Hydro Power Project,Sikkim,East Sikkim,01-06-2021 00:00,56.5,"Madhya Bharat Power 
Corporation Limited",operational,operational,2021,2021-22,2020-2029,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,295.43,434.84,396.84000000000003,381.41,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,29.84503,43.93,39.98017312249142,51.141056583534464,
sorang-hydro-power-project-himachal-sorang-power-private-limited,,,Sorang Hydro Power Project,Himachal Pradesh,Kinnaur,01-09-2021 00:00,50.0,Himachal Sorang Power Private Limited,operational,operational,2021,2021-22,2020-2029,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,57.18,318.29,231.56999999999996,370.18999999999994,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,6.527397,36.33,26.36270491803278,56.08939393939393,
sorang-hydro-power-project-himachal-sorang-power-private-limited,,,Sorang Hydro Power Project,Himachal Pradesh,Kinnaur,01-09-2021 00:00,50.0,Himachal Sorang Power Private Limited,operational,operational,2021,2021-22,2020-2029,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,57.18,318.29,231.56999999999996,370.18999999999994,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,6.527397,36.33,26.36270491803278,56.08939393939393,
bajoli-holi-hydro-power-project-gmr-bajoli-holi-hydro-power-private-limited,,,Bajoli Holi Hydro Power Project,Himachal Pradesh,Chamba,01-03-2022 00:00,60.0,"GMR Bajoli Holi Hydro 
Power Private Limited",operational,operational,2022,2021-22,2020-2029,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,421.51,708.1699999999998,687.57,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,26.73,44.78913681441003,57.87626262626263,
bajoli-holi-hydro-power-project-gmr-bajoli-holi-hydro-power-private-limited,,,Bajoli Holi Hydro Power Project,Himachal Pradesh,Chamba,01-03-2022 00:00,60.0,"GMR Bajoli Holi Hydro 
Power Private Limited",operational,operational,2022,2021-22,2020-2029,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,421.51,708.1699999999998,687.57,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,26.73,44.78913681441003,57.87626262626263,
bajoli-holi-hydro-power-project-gmr-bajoli-holi-hydro-power-private-limited,,,Bajoli Holi Hydro Power Project,Himachal Pradesh,Chamba,01-03-2022 00:00,60.0,"GMR Bajoli Holi Hydro 
Power Private Limited",operational,operational,2022,2021-22,2020-2029,hydro,Run of River type,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,421.51,708.1699999999998,687.57,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,26.73,44.78913681441003,57.87626262626263,
vyasi-hydro-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,,,Vyasi Hydro Power Project,Uttarakhand,Dehradun,01-06-2022 00:00,60.0,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,operational,2022,2022-23,2020-2029,hydro,Run of River with Pondage,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,331.87,309.43,281.95000000000005,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,31.57,29.355456891317548,35.59974747474748,
vyasi-hydro-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,,,Vyasi Hydro Power Project,Uttarakhand,Dehradun,01-06-2022 00:00,60.0,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,operational,2022,2022-23,2020-2029,hydro,Run of River with Pondage,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,331.87,309.43,281.95000000000005,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,31.57,29.355456891317548,35.59974747474748,
naitwar-mori-hydro-power-project-satluj-jal-vidyut-nigam-limited-sjvnl,,,Naitwar Mori Hydro Power Project,Uttarakhand,Uttarkashi,24-11-2023 00:00,30.0,Satluj Jal Vidyut Nigam Limited (SJVNL),operational,operational,2023,2023-24,2020-2029,hydro,Run of River with Pondage,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,197.19,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,49.79545454545454,
naitwar-mori-hydro-power-project-satluj-jal-vidyut-nigam-limited-sjvnl,,,Naitwar Mori Hydro Power Project,Uttarakhand,Uttarkashi,02-12-2023 00:00,30.0,Satluj Jal Vidyut Nigam Limited (SJVNL),operational,operational,2023,2023-24,2020-2029,hydro,Run of River with Pondage,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,197.19,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,49.79545454545454,
