plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_group,year,fyear,decade,plant_slug,source,technology_type
Pulichinthala Hydroelectric Power Project,Telangana,Suryapet,26-10-2017 00:00,30,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2017,2017-18,2010-2019,pulichinthala-hydroelectric-power-project-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Run of River with Pondage
Pulichinthala Hydroelectric Power Project,Telangana,Suryapet,01-11-2017 00:00,30,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2017,2017-18,2010-2019,pulichinthala-hydroelectric-power-project-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Run of River with Pondage
Pulichinthala Hydroelectric Power Project,Telangana,Suryapet,31-03-2017 00:00,30,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2017,2016-17,2010-2019,pulichinthala-hydroelectric-power-project-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Run of River with Pondage
Srisailam Left Bank Power House,Telangana,Nagarkurnool,26-04-2001 00:00,150,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2001,2001-02,2000-2009,srisailam-left-bank-power-house-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Pumped Storage Scheme
Srisailam Left Bank Power House,Telangana,Nagarkurnool,12-11-2001 00:00,150,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2001,2001-02,2000-2009,srisailam-left-bank-power-house-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Pumped Storage Scheme
Srisailam Left Bank Power House,Telangana,Nagarkurnool,19-04-2002 00:00,150,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2002,2002-03,2000-2009,srisailam-left-bank-power-house-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Pumped Storage Scheme
Srisailam Left Bank Power House,Telangana,Nagarkurnool,29-11-2002 00:00,150,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2002,2002-03,2000-2009,srisailam-left-bank-power-house-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Pumped Storage Scheme
Srisailam Left Bank Power House,Telangana,Nagarkurnool,28-03-2003 00:00,150,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2003,2002-03,2000-2009,srisailam-left-bank-power-house-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Pumped Storage Scheme
Srisailam Left Bank Power House,Telangana,Nagarkurnool,04-09-2003 00:00,150,Telangana State Power Generation Corporation Limited (TSGENCO),operational,2003,2003-04,2000-2009,srisailam-left-bank-power-house-telangana-state-power-generation-corporation-limited-tsgenco,hydro,Pumped Storage Scheme
Khara Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,14-06-1992 00:00,24,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1992,1992-93,1990-1999,khara-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Run of River with Pondage
Khara Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,14-06-1992 00:00,24,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1992,1992-93,1990-1999,khara-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Run of River with Pondage
Khara Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,14-06-1992 00:00,24,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1992,1992-93,1990-1999,khara-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Run of River with Pondage
Matatilla Hydroelectric Power Project,Uttar Pradesh,Lalitpur,18-05-1965 00:00,10.2,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1965,1965-66,1960-1969,matatilla-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Matatilla Hydroelectric Power Project,Uttar Pradesh,Lalitpur,18-05-1965 00:00,10.2,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1965,1965-66,1960-1969,matatilla-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Matatilla Hydroelectric Power Project,Uttar Pradesh,Lalitpur,18-05-1965 00:00,10.2,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1965,1965-66,1960-1969,matatilla-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Obra Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1970 00:00,33,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1970,1970-71,1970-1979,obra-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Obra Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1970 00:00,33,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1970,1970-71,1970-1979,obra-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Obra Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1971 00:00,33,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1971,1971-72,1970-1979,obra-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Rihand Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1962 00:00,50,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1962,1962-63,1960-1969,rihand-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Rihand Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1962 00:00,50,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1962,1962-63,1960-1969,rihand-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Rihand Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1962 00:00,50,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1962,1962-63,1960-1969,rihand-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Rihand Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1962 00:00,50,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1962,1962-63,1960-1969,rihand-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Rihand Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1962 00:00,50,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1962,1962-63,1960-1969,rihand-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Rihand Hydroelectric Power Project,Uttar Pradesh,Sonbhadra,01-08-1966 00:00,50,Uttar Pradesh Jal Vidyut Nigam Limited (UPJVNL),operational,1966,1966-67,1960-1969,rihand-hydroelectric-power-project-uttar-pradesh-jal-vidyut-nigam-limited-upjvnl,hydro,Storage
Chibro (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,20-04-1975 00:00,60,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1975,1975-76,1970-1979,chibro-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Chibro (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,22-04-1975 00:00,60,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1975,1975-76,1970-1979,chibro-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Chibro (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,01-05-1975 00:00,60,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1975,1975-76,1970-1979,chibro-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Chibro (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,01-08-1976 00:00,60,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1976,1976-77,1970-1979,chibro-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Chilla Hydroelectric Power Project,Uttarakhand,Haridwar,17-07-1980 00:00,36,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1980,1980-81,1980-1989,chilla-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Chilla Hydroelectric Power Project,Uttarakhand,Haridwar,17-07-1980 00:00,36,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1980,1980-81,1980-1989,chilla-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Chilla Hydroelectric Power Project,Uttarakhand,Haridwar,17-11-1980 00:00,36,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1980,1980-81,1980-1989,chilla-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Chilla Hydroelectric Power Project,Uttarakhand,Haridwar,03-08-1981 00:00,36,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1981,1981-82,1980-1989,chilla-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Dhakrani (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,Dehradun,15-11-1965 00:00,11.25,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1965,1965-66,1960-1969,dhakrani-yamuna-st-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Dhakrani (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,Dehradun,18-03-1966 00:00,11.25,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1966,1965-66,1960-1969,dhakrani-yamuna-st-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Dhakrani (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,Dehradun,01-10-1970 00:00,11.25,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1970,1970-71,1970-1979,dhakrani-yamuna-st-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Dhalipur (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,Dehradun,10-12-1965 00:00,17,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1965,1965-66,1960-1969,dhalipur-yamuna-st-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Dhalipur (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,Dehradun,25-03-1966 00:00,17,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1966,1965-66,1960-1969,dhalipur-yamuna-st-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Dhalipur (Yamuna St.I) Hydroelectric Power Project,Uttarakhand,Dehradun,31-03-1970 00:00,17,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1970,1969-70,1970-1979,dhalipur-yamuna-st-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Dhauliganga Hydroelectric Power Project,Uttarakhand,Pithoragarh,01-10-2005 00:00,70,National Hydroelectric Power Corporation (NHPC),operational,2005,2005-06,2000-2009,dhauliganga-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Dhauliganga Hydroelectric Power Project,Uttarakhand,Pithoragarh,01-11-2005 00:00,70,National Hydroelectric Power Corporation (NHPC),operational,2005,2005-06,2000-2009,dhauliganga-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Dhauliganga Hydroelectric Power Project,Uttarakhand,Pithoragarh,01-11-2005 00:00,70,National Hydroelectric Power Corporation (NHPC),operational,2005,2005-06,2000-2009,dhauliganga-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Dhauliganga Hydroelectric Power Project,Uttarakhand,Pithoragarh,01-11-2005 00:00,70,National Hydroelectric Power Corporation (NHPC),operational,2005,2005-06,2000-2009,dhauliganga-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River with Pondage
Khatima Hydroelectric Power Project,Uttarakhand,Udham Singh Nagar,01-01-1955 00:00,13.8,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1955,1954-55,1950-1959,khatima-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Khatima Hydroelectric Power Project,Uttarakhand,Udham Singh Nagar,01-02-1956 00:00,13.8,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1956,1955-56,1950-1959,khatima-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Khatima Hydroelectric Power Project,Uttarakhand,Udham Singh Nagar,01-05-1956 00:00,13.8,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1956,1956-57,1950-1959,khatima-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Khodri (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,29-01-1984 00:00,30,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1984,1983-84,1980-1989,khodri-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Khodri (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,02-09-1984 00:00,30,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1984,1984-85,1980-1989,khodri-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Khodri (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,30-03-1984 00:00,30,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1984,1983-84,1980-1989,khodri-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Khodri (Yamuna St.II) Hydroelectric Power Project,Uttarakhand,Dehradun,28-02-1984 00:00,30,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1984,1983-84,1980-1989,khodri-yamuna-st-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Koteshwar Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,28-03-2011 00:00,100,Tehri Hydro Development Corporation (THDC),operational,2011,2010-11,2010-2019,koteshwar-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Run of River with Pondage
Koteshwar Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,31-03-2011 00:00,100,Tehri Hydro Development Corporation (THDC),operational,2011,2010-11,2010-2019,koteshwar-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Run of River with Pondage
Koteshwar Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,25-01-2012 00:00,100,Tehri Hydro Development Corporation (THDC),operational,2012,2011-12,2010-2019,koteshwar-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Run of River with Pondage
Koteshwar Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,22-03-2012 00:00,100,Tehri Hydro Development Corporation (THDC),operational,2012,2011-12,2010-2019,koteshwar-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Run of River with Pondage
Kulhal (Yamuna St.IV) Hydroelectric Power Project,Uttarakhand,Dehradun,12-03-1975 00:00,10,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1975,1974-75,1970-1979,kulhal-yamuna-st-iv-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Kulhal (Yamuna St.IV) Hydroelectric Power Project,Uttarakhand,Dehradun,03-11-1975 00:00,10,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1975,1975-76,1970-1979,kulhal-yamuna-st-iv-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Kulhal (Yamuna St.IV) Hydroelectric Power Project,Uttarakhand,Dehradun,30-11-1975 00:00,10,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1975,1975-76,1970-1979,kulhal-yamuna-st-iv-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River type
Maneri Bhali I Hydroelectric Power Project,Uttarakhand,Uttarkashi,06-06-1984 00:00,30,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1984,1984-85,1980-1989,maneri-bhali-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Maneri Bhali I Hydroelectric Power Project,Uttarakhand,Uttarkashi,06-06-1984 00:00,30,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1984,1984-85,1980-1989,maneri-bhali-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Maneri Bhali I Hydroelectric Power Project,Uttarakhand,Uttarkashi,06-06-1984 00:00,30,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1984,1984-85,1980-1989,maneri-bhali-i-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Maneri Bhali II Hydroelectric Power Project,Uttarakhand,Uttarkashi,30-06-2008 00:00,76,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,2008,2008-09,2000-2009,maneri-bhali-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Maneri Bhali II Hydroelectric Power Project,Uttarakhand,Uttarkashi,30-06-2008 00:00,76,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,2008,2008-09,2000-2009,maneri-bhali-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Maneri Bhali II Hydroelectric Power Project,Uttarakhand,Uttarkashi,30-06-2008 00:00,76,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,2008,2008-09,2000-2009,maneri-bhali-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Maneri Bhali II Hydroelectric Power Project,Uttarakhand,Uttarkashi,30-06-2008 00:00,76,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,2008,2008-09,2000-2009,maneri-bhali-ii-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Run of River with Pondage
Ram Ganga Hydroelectric Power Project,Uttarakhand,Pauri Garhwal,31-12-1975 00:00,66,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1975,1975-76,1970-1979,ram-ganga-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Storage
Ram Ganga Hydroelectric Power Project,Uttarakhand,Pauri Garhwal,03-11-1976 00:00,66,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1976,1976-77,1970-1979,ram-ganga-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Storage
Ram Ganga Hydroelectric Power Project,Uttarakhand,Pauri Garhwal,12-03-1977 00:00,66,Uttarakhand Jal Vidyut Nigam Limited (UJVNL),operational,1977,1976-77,1970-1979,ram-ganga-hydroelectric-power-project-uttarakhand-jal-vidyut-nigam-limited-ujvnl,hydro,Storage
Shrinagar Hydroelectric Power Project,Uttarakhand,Pauri Garhwal,10-04-2015 00:00,82.5,Alaknanda Hydro Power Company (AHPC),operational,2015,2015-16,2010-2019,shrinagar-hydroelectric-power-project-alaknanda-hydro-power-company-ahpc,hydro,Run of River with Pondage
Shrinagar Hydroelectric Power Project,Uttarakhand,Pauri Garhwal,08-06-2015 00:00,82.5,Alaknanda Hydro Power Company (AHPC),operational,2015,2015-16,2010-2019,shrinagar-hydroelectric-power-project-alaknanda-hydro-power-company-ahpc,hydro,Run of River with Pondage
Shrinagar Hydroelectric Power Project,Uttarakhand,Pauri Garhwal,20-04-2015 00:00,82.5,Alaknanda Hydro Power Company (AHPC),operational,2015,2015-16,2010-2019,shrinagar-hydroelectric-power-project-alaknanda-hydro-power-company-ahpc,hydro,Run of River with Pondage
Shrinagar Hydroelectric Power Project,Uttarakhand,Pauri Garhwal,03-06-2015 00:00,82.5,Alaknanda Hydro Power Company (AHPC),operational,2015,2015-16,2010-2019,shrinagar-hydroelectric-power-project-alaknanda-hydro-power-company-ahpc,hydro,Run of River with Pondage
Tanakpur Hydroelectric Power Project,Uttarakhand,Champawat,01-04-1993 00:00,31.4,National Hydroelectric Power Corporation (NHPC),operational,1993,1993-94,1990-1999,tanakpur-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River type
Tanakpur Hydroelectric Power Project,Uttarakhand,Champawat,01-04-1993 00:00,31.4,National Hydroelectric Power Corporation (NHPC),operational,1993,1993-94,1990-1999,tanakpur-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River type
Tanakpur Hydroelectric Power Project,Uttarakhand,Champawat,01-04-1993 00:00,31.4,National Hydroelectric Power Corporation (NHPC),operational,1993,1993-94,1990-1999,tanakpur-hydroelectric-power-project-national-hydroelectric-power-corporation-nhpc,hydro,Run of River type
Tehri I Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,22-09-2006 00:00,250,Tehri Hydro Development Corporation (THDC),operational,2006,2006-07,2000-2009,tehri-i-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Storage
Tehri I Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,09-11-2006 00:00,250,Tehri Hydro Development Corporation (THDC),operational,2006,2006-07,2000-2009,tehri-i-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Storage
Tehri I Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,30-03-2007 00:00,250,Tehri Hydro Development Corporation (THDC),operational,2007,2006-07,2000-2009,tehri-i-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Storage
Tehri I Hydroelectric Power Project,Uttarakhand,Tehri Garhwal,09-07-2007 00:00,250,Tehri Hydro Development Corporation (THDC),operational,2007,2007-08,2000-2009,tehri-i-hydroelectric-power-project-tehri-hydro-development-corporation-thdc,hydro,Storage
Vishnuprayag Hydroelectric Power Project,Uttarakhand,Chamoli,01-06-2006 00:00,100,Jaiprakash Power Pvt. Venture Limited (JPPVL),operational,2006,2006-07,2000-2009,vishnuprayag-hydroelectric-power-project-jaiprakash-power-pvt-venture-limited-jppvl,hydro,Run of River type
Vishnuprayag Hydroelectric Power Project,Uttarakhand,Chamoli,17-06-2006 00:00,100,Jaiprakash Power Pvt. Venture Limited (JPPVL),operational,2006,2006-07,2000-2009,vishnuprayag-hydroelectric-power-project-jaiprakash-power-pvt-venture-limited-jppvl,hydro,Run of River type
Vishnuprayag Hydroelectric Power Project,Uttarakhand,Chamoli,17-06-2006 00:00,100,Jaiprakash Power Pvt. Venture Limited (JPPVL),operational,2006,2006-07,2000-2009,vishnuprayag-hydroelectric-power-project-jaiprakash-power-pvt-venture-limited-jppvl,hydro,Run of River type
Vishnuprayag Hydroelectric Power Project,Uttarakhand,Chamoli,17-06-2006 00:00,100,Jaiprakash Power Pvt. Venture Limited (JPPVL),operational,2006,2006-07,2000-2009,vishnuprayag-hydroelectric-power-project-jaiprakash-power-pvt-venture-limited-jppvl,hydro,Run of River type
Singoli Bhatwari Hydro Power Project,Uttarakhand,Rudraprayag,01-12-2020 00:00,33,"L&T Uttaranchal Hydro Power 
Limited",operational,2020,2020-21,2020-2029,singoli-bhatwari-hydro-power-project-l-t-uttaranchal-hydro-power-limited,hydro,Run of River type
Singoli Bhatwari Hydro Power Project,Uttarakhand,Rudraprayag,01-12-2020 00:00,33,"L&T Uttaranchal Hydro Power 
Limited",operational,2020,2020-21,2020-2029,singoli-bhatwari-hydro-power-project-l-t-uttaranchal-hydro-power-limited,hydro,Run of River type
Singoli Bhatwari Hydro Power Project,Uttarakhand,Rudraprayag,01-12-2020 00:00,33,"L&T Uttaranchal Hydro Power 
Limited",operational,2020,2020-21,2020-2029,singoli-bhatwari-hydro-power-project-l-t-uttaranchal-hydro-power-limited,hydro,Run of River type
Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1967 00:00,9,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1967,1967-68,1960-1969,jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River with Pondage
Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1967 00:00,9,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1967,1967-68,1960-1969,jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River with Pondage
Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1972 00:00,9,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1972,1972-73,1970-1979,jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River with Pondage
Jaldhaka I Hydroelectric Power Project,West Bengal,Kalimpong,01-08-1972 00:00,9,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,1972,1972-73,1970-1979,jaldhaka-i-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Run of River with Pondage
Maithon Hydroelectric Power Project,West Bengal,Bardhaman,01-03-1958 00:00,23.2,Damodar Valley Corporation (DVC),operational,1958,1957-58,1950-1959,maithon-hydroelectric-power-project-damodar-valley-corporation-dvc,hydro,Storage
Maithon Hydroelectric Power Project,West Bengal,Bardhaman,01-10-1957 00:00,20,Damodar Valley Corporation (DVC),operational,1957,1957-58,1950-1959,maithon-hydroelectric-power-project-damodar-valley-corporation-dvc,hydro,Storage
Maithon Hydroelectric Power Project,West Bengal,Bardhaman,01-12-1958 00:00,20,Damodar Valley Corporation (DVC),operational,1958,1958-59,1950-1959,maithon-hydroelectric-power-project-damodar-valley-corporation-dvc,hydro,Storage
Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,2007,2007-08,2000-2009,purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Pumped Storage Scheme
Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,2007,2007-08,2000-2009,purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Pumped Storage Scheme
Purulia Hydroelectric Power Project,West Bengal,Purulia,17-12-2007 00:00,225,West Bengal State Electricity Distribution Company Limited (WBSEDCL),operational,2007,2007-08,2000-2009,purulia-hydroelectric-power-project-west-bengal-state-electricity-distribution-company-limited-wbsedcl,hydro,Pumped Storage Scheme
