plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_group,year,fyear,decade,plant_slug,source,technology_type
Shree Cement Ltd. TPS,Rajasthan,Beawar,31-08-2023 00:00,150,Shree Cement Ltd.,operational,2023,2023-24,2020-2029,shree-cement-ltd-tps-shree-cement-ltd,coal,Subcritical
Ramagundam STPP/Telangana Phase I,Telangana,Karimnagar,09-09-2023 00:00,800,NTPC Ltd.,operational,2023,2023-24,2020-2029,ramagundam-stpp-telangana-phase-i-ntpc-ltd,coal,Ultra-Supercritical
Vijayawada or Dr. Narla Tata Rao TPS,Andhra Pradesh,Krishna,01-12-2023 00:00,800,"Andhra Pradesh Power Generation Corp. Ltd.
(APGENCO)",operational,2023,2023-24,2020-2029,vijayawada-or-dr-narla-tata-rao-tps-andhra-pradesh-power-generation-corp-ltd-apgenco,coal,Supercritical
Shirpur TPP,Maharashtra,Dhule,01-12-2023 00:00,150,Shirpur Power Private Ltd.,operational,2023,2023-24,2020-2029,shirpur-tpp-shirpur-power-private-ltd,coal,Subcritical
OPG Power Generation Private Ltd.,Tamil Nadu,Tiruvallur,01-01-2024 00:00,77,OPG Power Ventures Plc,operational,2024,2023-24,2020-2029,opg-power-generation-private-ltd-opg-power-ventures-plc,coal,Subcritical
OPG Power Generation Private Ltd.,Tamil Nadu,Tiruvallur,01-01-2024 00:00,77,OPG Power Ventures Plc,operational,2024,2023-24,2020-2029,opg-power-generation-private-ltd-opg-power-ventures-plc,coal,Subcritical
OPG Power Generation Private Ltd.,Tamil Nadu,Tiruvallur,01-01-2024 00:00,80,OPG Power Ventures Plc,operational,2024,2023-24,2020-2029,opg-power-generation-private-ltd-opg-power-ventures-plc,coal,Subcritical
OPG Power Generation Private Ltd.,Tamil Nadu,Tiruvallur,01-01-2024 00:00,180,OPG Power Ventures Plc,operational,2024,2023-24,2020-2029,opg-power-generation-private-ltd-opg-power-ventures-plc,coal,Subcritical
North Karanpura TPP,Jharkhand,Chatra,01-02-2024 00:00,660,NTPC Ltd.,operational,2024,2023-24,2020-2029,north-karanpura-tpp-ntpc-ltd,coal,Supercritical
Ramagundam STPP/Telangana Phase I,Telangana,Karimnagar,01-02-2024 00:00,800,NTPC Ltd.,operational,2024,2023-24,2020-2029,ramagundam-stpp-telangana-phase-i-ntpc-ltd,coal,Ultra-Supercritical
Obra TPS,Uttar Pradesh,Sonbhadra,01-02-2024 00:00,660,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),operational,2024,2023-24,2020-2029,obra-tps-uttar-pradesh-rajya-vidyut-utpadan-nigam-limited-uprvunl,coal,Ultra-Supercritical
Jawaharpur STPP,Uttar Pradesh,Etah,01-02-2024 00:00,660,Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL),operational,2024,2023-24,2020-2029,jawaharpur-stpp-uttar-pradesh-rajya-vidyut-utpadan-nigam-limited-uprvunl,coal,Ultra-Supercritical
"Mullazore,West Bengal",West Bengal,Shyamnagar,31-03-1939 00:00,30,CESC,retired,1939,1938-39,Below 1950,mullazore-west-bengal-cesc,coal,Subcritical
"Mullazore,West Bengal",West Bengal,Shyamnagar,31-03-1940 00:00,30,CESC,retired,1940,1939-40,Below 1950,mullazore-west-bengal-cesc,coal,Subcritical
"Mullazore,West Bengal",West Bengal,Shyamnagar,31-03-1943 00:00,30,CESC,retired,1943,1942-43,Below 1950,mullazore-west-bengal-cesc,coal,Subcritical
"Mullazore,West Bengal",West Bengal,Shyamnagar,31-03-1950 00:00,30,CESC,retired,1950,1949-50,1950-1959,mullazore-west-bengal-cesc,coal,Subcritical
"Nellore,Andhra Pradesh",Andhra Pradesh,Nellore,31-03-1965 00:00,30,APGENCO,retired,1965,1964-65,1960-1969,nellore-andhra-pradesh-apgenco,coal,Subcritical
BANDEL TPS,West Bengal,Hooghly,31-03-1950 00:00,90,West Bengal Power Development Corp. Ltd.,retired,1950,1949-50,1950-1959,bandel-tps-west-bengal-power-development-corp-ltd,coal,Subcritical
Dhuvaran TPS,Gujarat,Anand,31-07-1965 00:00,63.5,Gujarat State Electricity Corp. Ltd.,retired,1965,1965-66,1960-1969,dhuvaran-tps-gujarat-state-electricity-corp-ltd,coal,Subcritical
Dhuvaran TPS,Gujarat,Anand,30-04-1965 00:00,63.5,Gujarat State Electricity Corp. Ltd.,retired,1965,1965-66,1960-1969,dhuvaran-tps-gujarat-state-electricity-corp-ltd,coal,Subcritical
Dhuvaran TPS,Gujarat,Anand,01-02-1965 00:00,63.5,Gujarat State Electricity Corp. Ltd.,retired,1965,1964-65,1960-1969,dhuvaran-tps-gujarat-state-electricity-corp-ltd,coal,Subcritical
Dhuvaran TPS,Gujarat,Anand,31-12-1964 00:00,63.5,Gujarat State Electricity Corp. Ltd.,retired,1964,1964-65,1960-1969,dhuvaran-tps-gujarat-state-electricity-corp-ltd,coal,Subcritical
Dhuvaran TPS,Gujarat,Anand,31-03-1972 00:00,110,Gujarat State Electricity Corp. Ltd.,retired,1972,1971-72,1970-1979,dhuvaran-tps-gujarat-state-electricity-corp-ltd,coal,Subcritical
Dhuvaran TPS,Gujarat,Anand,31-03-1972 00:00,110,Gujarat State Electricity Corp. Ltd.,retired,1972,1971-72,1970-1979,dhuvaran-tps-gujarat-state-electricity-corp-ltd,coal,Subcritical
Bongaigaon TPP,Assam,Kokrajhar,01-03-1981 00:00,60,Assam Power Generating Company Ltd (APGCL),retired,1981,1980-81,1980-1989,bongaigaon-tpp-assam-power-generating-company-ltd-apgcl,coal,Subcritical
Bongaigaon TPP,Assam,Kokrajhar,01-03-1982 00:00,60,Assam Power Generating Company Ltd (APGCL),retired,1982,1981-82,1980-1989,bongaigaon-tpp-assam-power-generating-company-ltd-apgcl,coal,Subcritical
Bongaigaon TPP,Assam,Kokrajhar,01-05-1985 00:00,60,Assam Power Generating Company Ltd (APGCL),retired,1985,1985-86,1980-1989,bongaigaon-tpp-assam-power-generating-company-ltd-apgcl,coal,Subcritical
Bongaigaon TPP,Assam,Kokrajhar,01-06-1986 00:00,60,Assam Power Generating Company Ltd (APGCL),retired,1986,1986-87,1980-1989,bongaigaon-tpp-assam-power-generating-company-ltd-apgcl,coal,Subcritical
Patna (Karbigha)TPS,Bihar,Patna,31-03-1930 00:00,1.5,Bihar State Electricity Board,retired,1930,1929-30,Below 1950,patna-karbigha-tps-bihar-state-electricity-board,coal,Subcritical
Patna (Karbigha)TPS,Bihar,Patna,31-03-1930 00:00,1.5,Bihar State Electricity Board,retired,1930,1929-30,Below 1950,patna-karbigha-tps-bihar-state-electricity-board,coal,Subcritical
Patna (Karbigha)TPS,Bihar,Patna,31-03-1930 00:00,3.5,Bihar State Electricity Board,retired,1930,1929-30,Below 1950,patna-karbigha-tps-bihar-state-electricity-board,coal,Subcritical
Patna (Karbigha)TPS,Bihar,Patna,31-03-1930 00:00,7,Bihar State Electricity Board,retired,1930,1929-30,Below 1950,patna-karbigha-tps-bihar-state-electricity-board,coal,Subcritical
Faridabad TPS,Haryana,Faridabad,01-01-1974 00:00,60,Haryana Power Generation Coperation Ltd. (HPGCL),retired,1974,1973-74,1970-1979,faridabad-tps-haryana-power-generation-coperation-ltd-hpgcl,coal,Subcritical
Faridabad TPS,Haryana,Faridabad,01-01-1976 00:00,60,Haryana Power Generation Coperation Ltd. (HPGCL),retired,1976,1975-76,1970-1979,faridabad-tps-haryana-power-generation-coperation-ltd-hpgcl,coal,Subcritical
Faridabad TPS,Haryana,Faridabad,01-01-1981 00:00,60,Haryana Power Generation Coperation Ltd. (HPGCL),retired,1981,1980-81,1980-1989,faridabad-tps-haryana-power-generation-coperation-ltd-hpgcl,coal,Subcritical
I P Power Station,Delhi,Central Delhi,01-01-1968 00:00,62.5,Indraprastha Power Generation Company Ltd. (IPGCL),retired,1968,1967-68,1960-1969,i-p-power-station-indraprastha-power-generation-company-ltd-ipgcl,coal,Subcritical
I P Power Station,Delhi,Central Delhi,01-03-1968 00:00,62.5,Indraprastha Power Generation Company Ltd. (IPGCL),retired,1968,1967-68,1960-1969,i-p-power-station-indraprastha-power-generation-company-ltd-ipgcl,coal,Subcritical
I P Power Station,Delhi,Central Delhi,30-04-1968 00:00,62.5,Indraprastha Power Generation Company Ltd. (IPGCL),retired,1968,1968-69,1960-1969,i-p-power-station-indraprastha-power-generation-company-ltd-ipgcl,coal,Subcritical
I P Power Station,Delhi,Central Delhi,01-01-1974 00:00,60,Indraprastha Power Generation Company Ltd. (IPGCL),retired,1974,1973-74,1970-1979,i-p-power-station-indraprastha-power-generation-company-ltd-ipgcl,coal,Subcritical
Dishergarh TPS,West Bengal,Bardhaman,31-03-2007 00:00,3,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,dishergarh-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Dishergarh TPS,West Bengal,Bardhaman,31-03-2007 00:00,5,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,dishergarh-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Dishergarh TPS,West Bengal,Bardhaman,31-03-2007 00:00,5,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,dishergarh-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Dishergarh TPS,West Bengal,Bardhaman,31-03-2007 00:00,5,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,dishergarh-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Seebpore TPS,West Bengal,Bardhaman,31-03-2007 00:00,3,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,seebpore-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Seebpore TPS,West Bengal,Bardhaman,31-03-2007 00:00,1.5,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,seebpore-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Seebpore TPS,West Bengal,Bardhaman,31-03-2007 00:00,1.875,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,seebpore-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Seebpore TPS,West Bengal,Bardhaman,31-03-2007 00:00,2,India Power Corporation Ltd. (IPCL)/ DPSCL Ltd.,retired,2007,2006-07,2000-2009,seebpore-tps-india-power-corporation-ltd-ipcl-dpscl-ltd,coal,Subcritical
Amarkantak TPS,Madhya Pradesh,Anuppur,01-01-1976 00:00,30,M.P. Power Generating Corp. Ltd.,retired,1976,1975-76,1970-1979,amarkantak-tps-m-p-power-generating-corp-ltd,coal,Subcritical
Amarkantak TPS,Madhya Pradesh,Anuppur,01-01-1976 00:00,30,M.P. Power Generating Corp. Ltd.,retired,1976,1975-76,1970-1979,amarkantak-tps-m-p-power-generating-corp-ltd,coal,Subcritical
Trombay TPS,Maharashtra,Mumbai Suburban,31-03-1965 00:00,150,Tata Power Co. Ltd.,retired,1965,1964-65,1960-1969,trombay-tps-tata-power-co-ltd,coal,Subcritical
Chandrapura Thermal Power Station,West Bengal,Chandrapur,01-01-1981 00:00,120,Damodar Valley Corporation(DVC),retired,1981,1980-81,1980-1989,chandrapura-thermal-power-station-damodar-valley-corporation-dvc,coal,Subcritical
Chandrapura Thermal Power Station,West Bengal,Chandrapur,01-01-1981 00:00,120,Damodar Valley Corporation(DVC),retired,1981,1980-81,1980-1989,chandrapura-thermal-power-station-damodar-valley-corporation-dvc,coal,Subcritical
Chandrapura Thermal Power Station,West Bengal,Chandrapur,01-01-1981 00:00,120,Damodar Valley Corporation(DVC),retired,1981,1980-81,1980-1989,chandrapura-thermal-power-station-damodar-valley-corporation-dvc,coal,Subcritical
"Bokaro,DVC",Jharkhand,Bokaro,31-03-1939 00:00,75,Damodar Valley Corporation(DVC),retired,1939,1938-39,Below 1950,bokaro-dvc-damodar-valley-corporation-dvc,coal,Subcritical
"Bokaro,DVC",Jharkhand,Bokaro,31-03-1950 00:00,172.5,Damodar Valley Corporation(DVC),retired,1950,1949-50,1950-1959,bokaro-dvc-damodar-valley-corporation-dvc,coal,Subcritical
Lower Sileru Hydroelectric Power Project,Andhra Pradesh,East Godavari,28-03-1976 00:00,115,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1976,1975-76,1970-1979,lower-sileru-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Lower Sileru Hydroelectric Power Project,Andhra Pradesh,East Godavari,06-10-1976 00:00,115,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1976,1976-77,1970-1979,lower-sileru-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Lower Sileru Hydroelectric Power Project,Andhra Pradesh,East Godavari,09-11-1977 00:00,115,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1977,1977-78,1970-1979,lower-sileru-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Lower Sileru Hydroelectric Power Project,Andhra Pradesh,East Godavari,13-08-1978 00:00,115,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1978,1978-79,1970-1979,lower-sileru-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Nagarjuna Sagar Right Bank Canal Power House (N.J.Sagar RBC),Andhra Pradesh,Guntur,10-09-1990 00:00,30,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1990,1990-91,1990-1999,nagarjuna-sagar-right-bank-canal-power-house-n-j-sagar-rbc-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Nagarjuna Sagar Right Bank Canal Power House (N.J.Sagar RBC),Andhra Pradesh,Guntur,24-02-1983 00:00,30,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1983,1982-83,1980-1989,nagarjuna-sagar-right-bank-canal-power-house-n-j-sagar-rbc-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Nagarjuna Sagar Right Bank Canal Power House (N.J.Sagar RBC),Andhra Pradesh,Guntur,14-09-1983 00:00,30,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1983,1983-84,1980-1989,nagarjuna-sagar-right-bank-canal-power-house-n-j-sagar-rbc-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Nagarjuna Sagar Tail Pond Dam (N.J.Sagar TPD),Andhra Pradesh,Guntur,28-01-2017 00:00,25,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,2017,2016-17,2010-2019,nagarjuna-sagar-tail-pond-dam-n-j-sagar-tpd-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Run of River with Pondage
Nagarjuna Sagar Tail Pond Dam (N.J.Sagar TPD),Andhra Pradesh,Guntur,28-01-2017 00:00,25,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,2017,2016-17,2010-2019,nagarjuna-sagar-tail-pond-dam-n-j-sagar-tpd-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Run of River with Pondage
Srisailam Right Bank (RB) Power House,Andhra Pradesh,Kurnool,30-08-1982 00:00,110,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1982,1982-83,1980-1989,srisailam-right-bank-rb-power-house-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Srisailam Right Bank (RB) Power House,Andhra Pradesh,Kurnool,04-12-1982 00:00,110,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1982,1982-83,1980-1989,srisailam-right-bank-rb-power-house-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Srisailam Right Bank (RB) Power House,Andhra Pradesh,Kurnool,19-11-1983 00:00,110,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1983,1983-84,1980-1989,srisailam-right-bank-rb-power-house-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Srisailam Right Bank (RB) Power House,Andhra Pradesh,Kurnool,27-08-1984 00:00,110,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1984,1984-85,1980-1989,srisailam-right-bank-rb-power-house-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Srisailam Right Bank (RB) Power House,Andhra Pradesh,Kurnool,31-03-1986 00:00,110,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1986,1985-86,1980-1989,srisailam-right-bank-rb-power-house-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Srisailam Right Bank (RB) Power House,Andhra Pradesh,Kurnool,30-10-1986 00:00,110,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1986,1986-87,1980-1989,srisailam-right-bank-rb-power-house-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Srisailam Right Bank (RB) Power House,Andhra Pradesh,Kurnool,15-03-1987 00:00,110,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1987,1986-87,1980-1989,srisailam-right-bank-rb-power-house-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Upper Sileru I & II Hydroelectric Power Project,Andhra Pradesh,Visakhapatnam,14-10-1967 00:00,60,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1967,1967-68,1960-1969,upper-sileru-i-ii-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Upper Sileru I & II Hydroelectric Power Project,Andhra Pradesh,Visakhapatnam,31-03-1968 00:00,60,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1968,1967-68,1960-1969,upper-sileru-i-ii-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Upper Sileru I & II Hydroelectric Power Project,Andhra Pradesh,Visakhapatnam,31-03-1994 00:00,60,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1994,1993-94,1990-1999,upper-sileru-i-ii-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Upper Sileru I & II Hydroelectric Power Project,Andhra Pradesh,Visakhapatnam,21-03-1995 00:00,60,Andhra Pradesh Power Generation Corporation Limited (APGENCO),operational,1995,1994-95,1990-1999,upper-sileru-i-ii-hydroelectric-power-project-andhra-pradesh-power-generation-corporation-limited-apgenco,hydro,Storage
Pare Hydroelectric Power Project,Arunachal Pradesh,Papum Pare,28-05-2018 00:00,55,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2018,2018-19,2010-2019,pare-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Pare Hydroelectric Power Project,Arunachal Pradesh,Papum Pare,21-05-2018 00:00,55,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2018,2018-19,2010-2019,pare-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Ranganadi Hydroelectric Power Project,Arunachal Pradesh,Lower Subansiri,26-01-2002 00:00,135,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2002,2001-02,2000-2009,ranganadi-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Ranganadi Hydroelectric Power Project,Arunachal Pradesh,Lower Subansiri,29-01-2002 00:00,135,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2002,2001-02,2000-2009,ranganadi-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Ranganadi Hydroelectric Power Project,Arunachal Pradesh,Lower Subansiri,27-03-2002 00:00,135,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2002,2001-02,2000-2009,ranganadi-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Kameng Hydro Power Project,Arunachal Pradesh,West Kameng,01-02-2020 00:00,150,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2020,2019-20,2020-2029,kameng-hydro-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Kameng Hydro Power Project,Arunachal Pradesh,West Kameng,01-02-2020 00:00,150,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2020,2019-20,2020-2029,kameng-hydro-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Kameng Hydro Power Project,Arunachal Pradesh,West Kameng,01-01-2021 00:00,150,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2021,2020-21,2020-2029,kameng-hydro-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Kameng Hydro Power Project,Arunachal Pradesh,West Kameng,12-02-2021 00:00,150,North Eastern Electric Power Corporation Limited (NEEPCO),operational,2021,2020-21,2020-2029,kameng-hydro-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Run of River with Pondage
Karbi Langpai Hydroelectric Power Project,Assam,Karbi Anglong,29-06-2007 00:00,50,Assam Power Generation Corporation Limited (APGCL),operational,2007,2007-08,2000-2009,karbi-langpai-hydroelectric-power-project-assam-power-generation-corporation-limited-apgcl,hydro,Run of River with Pondage
Karbi Langpai Hydroelectric Power Project,Assam,Karbi Anglong,29-06-2007 00:00,50,Assam Power Generation Corporation Limited (APGCL),operational,2007,2007-08,2000-2009,karbi-langpai-hydroelectric-power-project-assam-power-generation-corporation-limited-apgcl,hydro,Run of River with Pondage
Khandong Hydroelectric Power Project,Assam,Dima Hasao,08-03-1984 00:00,25,North Eastern Electric Power Corporation Limited (NEEPCO),operational,1984,1983-84,1980-1989,khandong-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Storage
Khandong Hydroelectric Power Project,Assam,Dima Hasao,03-05-1984 00:00,25,North Eastern Electric Power Corporation Limited (NEEPCO),operational,1984,1984-85,1980-1989,khandong-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Storage
Kopili Hydroelectric Power Project,Assam,Dima Hasao,04-07-1988 00:00,50,North Eastern Electric Power Corporation Limited (NEEPCO),operational,1988,1988-89,1980-1989,kopili-hydroelectric-power-project-north-eastern-electric-power-corporation-limited-neepco,hydro,Storage
